h,k,phi,phi_optimal,H1,V,E1,E_B,E_A,E_A_minus_E_B,E_B_over_E_A,trace_final,initial_energy,post_alice_energy,post_noise_energy,noise_energy_delta,final_global_energy
1.0,0.5,-0.24131291579748165,0.1608752771983211,-0.10539272793879181,0.4661906788742823,0.3607979509354905,-0.3607979509354905,0.8944271909999154,1.255225141935406,-0.40338437221719553,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.2552251419354064
1.0,0.5,-0.2332691519375656,0.1608752771983211,-0.10556863094456527,0.45010428634845373,0.3445356554038885,-0.3445356554038885,0.8944271909999154,1.2389628464038038,-0.3852025730777689,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.2389628464038038
1.0,0.5,-0.22522538807764952,0.1608752771983211,-0.10548573206526944,0.43401714570325883,0.3285314136379894,-0.3285314136379894,0.8944271909999154,1.2229586046379048,-0.36730928681932307,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.2229586046379048
1.0,0.5,-0.2171816242177335,0.1608752771983211,-0.1051440527553802,0.4179334203384168,0.3127893675830366,-0.3127893675830366,0.8944271909999154,1.207216558582952,-0.34970914427741967,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.2072165585829522
1.0,0.5,-0.20913786035781742,0.1608752771983211,-0.10454368144251641,0.401857272769762,0.2973135913272456,-0.2973135913272456,0.8944271909999154,1.191740782327161,-0.3324067004211567,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.1917407823271613
1.0,0.5,-0.2010940964979014,0.1608752771983211,-0.10368477350455488,0.38579286355197334,0.28210809004741844,-0.28210809004741844,0.8944271909999154,1.1765352810473337,-0.3154064331743299,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.1765352810473337
1.0,0.5,-0.19305033263798532,0.1608752771983211,-0.10256755122941767,0.36974435020180874,0.26717679897239105,-0.26717679897239105,0.8944271909999154,1.1616039899723065,-0.2987127422565313,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.1616039899723067
1.0,0.5,-0.18500656877806926,0.1608752771983211,-0.10119230375754372,0.35371588612212923,0.2525235823645855,-0.2525235823645855,0.8944271909999154,1.1469507733645008,-0.2823299480444903,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.1469507733645008
1.0,0.5,-0.17696280491815322,0.1608752771983211,-0.09955938700705826,0.33771161952698486,0.23815223251992662,-0.23815223251992662,0.8944271909999154,1.132579423519842,-0.2662622904539461,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.132579423519842
1.0,0.5,-0.16891904105823716,0.1608752771983211,-0.0976692235816601,0.3217356923680448,0.2240664687863847,-0.2240664687863847,0.8944271909999154,1.1184936597863002,-0.2505139278423456,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.1184936597863
1.0,0.5,-0.16087527719832112,0.1608752771983211,-0.09552230266125068,0.3057922392626483,0.21026993660139764,-0.21026993660139764,0.8944271909999154,1.1046971276013131,-0.23508893593264824,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.1046971276013133
1.0,0.5,-0.15283151333840506,0.1608752771983211,-0.09311917987533269,0.2898853864237529,0.1967662065484202,-0.1967662065484202,0.8944271909999154,1.0911933975483357,-0.21999130675851603,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0911933975483357
1.0,0.5,-0.144787749478489,0.1608752771983211,-0.0904604771592117,0.27401925059205906,0.18355877343284738,-0.18355877343284738,0.8944271909999154,1.0779859644327627,-0.2052249476311647,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.077985964432763
1.0,0.5,-0.13674398561857296,0.1608752771983211,-0.08754688259303732,0.25819793797058443,0.1706510553775471,-0.1706510553775471,0.8944271909999154,1.0650782463774626,-0.19079368012813827,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0650782463774626
1.0,0.5,-0.1287002217586569,0.1608752771983211,-0.08437915022372604,0.24242554316196738,0.15804639293824135,-0.15804639293824135,0.8944271909999154,1.0524735839381567,-0.1767012391042753,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.052473583938157
1.0,0.5,-0.12065645789874083,0.1608752771983211,-0.08095809986981167,0.226706148108771,0.14574804823895932,-0.14574804823895932,0.8944271909999154,1.0401752392388748,-0.16295127172511586,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0401752392388748
1.0,0.5,-0.11261269403882479,0.1608752771983211,-0.07728461690927393,0.2110438210370646,0.13375920412779066,-0.13375920412779066,0.8944271909999154,1.0281863951277062,-0.14954733652300528,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0281863951277062
1.0,0.5,-0.10456893017890873,0.1608752771983211,-0.07335965205039982,0.1954426154035543,0.12208296335315447,-0.12208296335315447,0.8944271909999154,1.01651015435307,-0.1364929024761346,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0165101543530701
1.0,0.5,-0.09652516631899266,0.1608752771983211,-0.06918422108573771,0.17990656884653683,0.11072234776079912,-0.11072234776079912,0.8944271909999154,1.0051495387607146,-0.12379134811075929,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0051495387607146
1.0,0.5,-0.08848140245907662,0.1608752771983211,-0.06475940462920712,0.16443970214094683,0.09968029751173971,-0.09968029751173971,0.8944271909999154,0.9941074885116551,-0.11144596062682662,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.994107488511655
1.0,0.5,-0.08043763859916056,0.1608752771983211,-0.0600863478364326,0.14904601815776808,0.08895967032133548,-0.08895967032133548,0.8944271909999154,0.9833868613212509,-0.0994599350472384,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9833868613212512
1.0,0.5,-0.07239387473924452,0.1608752771983211,-0.05516626010837409,0.13372950082807863,0.07856324071970455,-0.07856324071970455,0.8944271909999154,0.97299043171962,-0.08783637339096949,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9729904317196203
1.0,0.5,-0.06435011087932846,0.1608752771983211,-0.05000041477833035,0.11849411411199759,0.06849369933366724,-0.06849369933366724,0.8944271909999154,0.9629208903335826,-0.07657828387025603,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.962920890333583
1.0,0.5,-0.056306347019412395,0.1608752771983211,-0.044590148782396616,0.10334380097280094,0.05875365219040432,-0.05875365219040432,0.8944271909999154,0.9531808431903197,-0.06568858011206177,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9531808431903198
1.0,0.5,-0.04826258315949633,0.1608752771983211,-0.038936862313461426,0.08828248235647038,0.04934562004300895,-0.04934562004300895,0.8944271909999154,0.9437728110429243,-0.05517008040402208,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9437728110429244
1.0,0.5,-0.04021881929958032,0.1608752771983211,-0.03304201845883266,0.0733140561769412,0.04027203771810854,-0.04027203771810854,0.8944271909999154,0.9346992287180239,-0.045025506965063126,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9346992287180241
1.0,0.5,-0.03217505543966426,0.1608752771983211,-0.026907142821586058,0.058442396307310296,0.03153525348572424,-0.03153525348572424,0.8944271909999154,0.9259624444856397,-0.03525748524088331,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9259624444856399
1.0,0.5,-0.024131291579748193,0.1608752771983211,-0.020533823125734887,0.04367135157726676,0.023137528451531872,-0.023137528451531872,0.8944271909999154,0.9175647194514472,-0.02586854322448037,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9175647194514474
1.0,0.5,-0.01608752771983213,0.1608752771983211,-0.013923708805321955,0.029004744777002947,0.015081035971680992,-0.015081035971680992,0.8944271909999154,0.9095082269715964,-0.016861110801899153,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9095082269715966
1.0,0.5,-0.008043763859916064,0.1608752771983211,-0.007078510577541455,0.014446371667865346,0.007367861090323891,-0.007367861090323891,0.8944271909999154,0.9017950520902394,-0.008237519123369973,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9017950520902396
1.0,0.5,-5.551115123125783e-17,0.1608752771983211,-4.163336342344337e-17,-2.7755575615628914e-17,-6.938893903907228e-17,6.938893903907228e-17,0.8944271909999154,0.8944271909999153,7.757919228897732e-17,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8944271909999154
1.0,0.5,0.008043763859916009,0.1608752771983211,0.0073099909877674535,-0.014330631462752513,-0.00702064047498506,0.00702064047498506,0.8944271909999154,0.8874065505249303,0.007849314673826506,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8874065505249306
1.0,0.5,0.016087527719832073,0.1608752771983211,0.014849570538409254,-0.028541813910459485,-0.01369224337205023,0.01369224337205023,0.8944271909999154,0.8807349476278652,0.015308393472187638,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8807349476278654
1.0,0.5,0.024131291579748138,0.1608752771983211,0.022616787386372517,-0.042629869446948104,-0.020013082060575588,0.020013082060575588,0.8944271909999154,0.8744141089393398,0.0223753059633643,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.87441410893934
1.0,0.5,0.0321750554396642,0.1608752771983211,0.03060963135289667,-0.0565911520416551,-0.025981520688758433,0.025981520688758433,0.8944271909999154,0.8684456703111569,0.029048223209440522,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8684456703111572
1.0,0.5,0.040218819299580266,0.1608752771983211,0.038826033866253454,-0.07042204847323097,-0.031596014606977516,0.031596014606977516,0.8944271909999154,0.8628311763929379,0.03532541823963903,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.862831176392938
1.0,0.5,0.048262583159496275,0.1608752771983211,0.047263868497099515,-0.0841189792646515,-0.03685511076755199,0.03685511076755199,0.8944271909999154,0.8575720802323634,0.04120526649726537,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8575720802323635
1.0,0.5,0.05630634701941234,0.1608752771983211,0.055920951508802844,-0.09767839960959798,-0.04175744810079514,0.04175744810079514,0.8944271909999154,0.8526697428991202,0.04668624626014874,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8526697428991202
1.0,0.5,0.0643501108793284,0.1608752771983211,0.06479504242259992,-0.11109680028986296,-0.04630175786726304,0.04630175786726304,0.8944271909999154,0.8481254331326524,0.05176693903446795,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8481254331326527
1.0,0.5,0.07239387473924447,0.1608752771983211,0.07388384459743849,-0.12437070858354657,-0.05048686398610808,0.05048686398610808,0.8944271909999154,0.8439403270138073,0.05644602992186186,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8439403270138075
1.0,0.5,0.08043763859916053,0.1608752771983211,0.08318500582435502,-0.13749668916380714,-0.05431168333945212,0.05431168333945212,0.8944271909999154,0.8401155076604633,0.06072230795972889,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8401155076604636
1.0,0.5,0.08848140245907654,0.1608752771983211,0.09269611893523329,-0.1504713449879339,-0.05777522605270062,0.05777522605270062,0.8944271909999154,0.8366519649472148,0.06459466643462775,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8366519649472148
1.0,0.5,0.0965251663189926,0.1608752771983211,0.10241472242578689,-0.16329131817651238,-0.06087659575072549,0.06087659575072549,0.8944271909999154,0.83355059524919,0.06806210316869855,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8335505952491901
1.0,0.5,0.10456893017890867,0.1608752771983211,0.11233830109260359,-0.1759532908824525,-0.06361498978984892,0.06361498978984892,0.8944271909999154,0.8308122012100665,0.07112372077902866,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8308122012100667
1.0,0.5,0.11261269403882473,0.1608752771983211,0.12246428668408739,-0.18845398614965791,-0.06598969946557053,0.06598969946557053,0.8944271909999154,0.8284374915343449,0.07377872690989866,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.828437491534345
1.0,0.5,0.1206564578987408,0.1608752771983211,0.13279005856512993,-0.20079016876111216,-0.06800011019598223,0.06800011019598223,0.8944271909999154,0.8264270808039331,0.07602643443784644,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8264270808039333
1.0,0.5,0.12870022175865686,0.1608752771983211,0.14331294439533837,-0.21295864607616133,-0.06964570168082296,0.06964570168082296,0.8944271909999154,0.8247814893190925,0.07786626164949578,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8247814893190925
1.0,0.5,0.13674398561857287,0.1608752771983211,0.15403022082064521,-0.22495626885678055,-0.07092604803613534,0.07092604803613534,0.8944271909999154,0.8235011429637801,0.07929773239210708,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8235011429637804
1.0,0.5,0.14478774947848894,0.1608752771983211,0.16493911417812027,-0.2367799320826048,-0.07184081790448454,0.07184081790448454,0.8944271909999154,0.8225863730954308,0.08032047619680575,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.822586373095431
1.0,0.5,0.152831513338405,0.1608752771983211,0.17603680121380277,-0.248426575754518,-0.07238977454071521,0.07238977454071521,0.8944271909999154,0.8220374164592001,0.08093422837446146,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8220374164592003
1.0,0.5,0.16087527719832106,0.1608752771983211,0.18732040981336837,-0.2598931856865896,-0.07257277587322122,0.07257277587322122,0.8944271909999154,0.8218544151266942,0.0811388300841897,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8218544151266943
1.0,0.5,0.16891904105823713,0.1608752771983211,0.1987870197454399,-0.2711767942861551,-0.07238977454071518,0.07238977454071518,0.8944271909999154,0.8220374164592003,0.08093422837446143,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8220374164592004
1.0,0.5,0.17696280491815314,0.1608752771983211,0.21043366341735298,-0.2822744813218376,-0.0718408179044846,0.0718408179044846,0.8944271909999154,0.8225863730954308,0.08032047619680582,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8225863730954309
1.0,0.5,0.18500656877806926,0.1608752771983211,0.22225732664317735,-0.2931833746793126,-0.07092604803613525,0.07092604803613525,0.8944271909999154,0.8235011429637802,0.07929773239210698,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8235011429637803
1.0,0.5,0.19305033263798527,0.1608752771983211,0.23425494942379654,-0.30390065110461956,-0.06964570168082301,0.06964570168082301,0.8944271909999154,0.8247814893190923,0.07786626164949585,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8247814893190927
1.0,0.5,0.20109409649790128,0.1608752771983211,0.24642342673884574,-0.3144235369348279,-0.06800011019598215,0.06800011019598215,0.8944271909999154,0.8264270808039332,0.07602643443784636,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8264270808039333
1.0,0.5,0.2091378603578174,0.1608752771983211,0.25875960935029996,-0.32474930881587044,-0.06598969946557048,0.06598969946557048,0.8944271909999154,0.8284374915343449,0.07377872690989862,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8284374915343451
1.0,0.5,0.2171816242177334,0.1608752771983211,0.2712603046175054,-0.3348752944073543,-0.06361498978984892,0.06361498978984892,0.8944271909999154,0.8308122012100665,0.07112372077902866,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8308122012100667
1.0,0.5,0.22522538807764952,0.1608752771983211,0.28392227732344555,-0.344798873074171,-0.06087659575072546,0.06087659575072546,0.8944271909999154,0.83355059524919,0.06806210316869853,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8335505952491902
1.0,0.5,0.23326915193756553,0.1608752771983211,0.29674225051202385,-0.3545174765647245,-0.057775226052700634,0.057775226052700634,0.8944271909999154,0.8366519649472148,0.06459466643462777,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8366519649472149
1.0,0.5,0.24131291579748154,0.1608752771983211,0.3097169063361508,-0.3640285896756028,-0.05431168333945202,0.05431168333945202,0.8944271909999154,0.8401155076604634,0.060722307959728786,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8401155076604636
1.0,0.5,0.24935667965739766,0.1608752771983211,0.3228428869164114,-0.37332975090251935,-0.050486863986107966,0.050486863986107966,0.8944271909999154,0.8439403270138075,0.056446029921861735,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8439403270138076
1.0,0.5,0.25740044351731367,0.1608752771983211,0.3361167952100949,-0.38241855307735795,-0.04630175786726304,0.04630175786726304,0.8944271909999154,0.8481254331326524,0.05176693903446795,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8481254331326527
1.0,0.5,0.2654442073772298,0.1608752771983211,0.3495351958903599,-0.3912926439911551,-0.04175744810079518,0.04175744810079518,0.8944271909999154,0.8526697428991202,0.04668624626014878,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8526697428991203
1.0,0.5,0.2734879712371458,0.1608752771983211,0.36309461623530637,-0.39994972700285836,-0.03685511076755199,0.03685511076755199,0.8944271909999154,0.8575720802323634,0.04120526649726537,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8575720802323638
1.0,0.5,0.2815317350970618,0.1608752771983211,0.3767915470267269,-0.40838756163370443,-0.03159601460697753,0.03159601460697753,0.8944271909999154,0.8628311763929379,0.03532541823963905,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8628311763929382
1.0,0.5,0.28957549895697793,0.1608752771983211,0.39062244345830277,-0.4166039641470612,-0.02598152068875842,0.02598152068875842,0.8944271909999154,0.8684456703111569,0.029048223209440505,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8684456703111572
1.0,0.5,0.29761926281689394,0.1608752771983211,0.40458372605300974,-0.42459680811358536,-0.020013082060575615,0.020013082060575615,0.8944271909999154,0.8744141089393398,0.02237530596336433,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8744141089393399
1.0,0.5,0.30566302667681006,0.1608752771983211,0.41867178158949836,-0.43236402496154863,-0.013692243372050272,0.013692243372050272,0.8944271909999154,0.8807349476278652,0.015308393472187685,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8807349476278654
1.0,0.5,0.31370679053672607,0.1608752771983211,0.4328829640372052,-0.43990360451219035,-0.007020640474985129,0.007020640474985129,0.8944271909999154,0.8874065505249302,0.007849314673826584,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8874065505249307
1.0,0.5,0.3217505543966422,0.1608752771983211,0.447213595499958,-0.447213595499958,0.0,-0.0,0.8944271909999154,0.8944271909999154,-0.0,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8944271909999156
