angle_offset,phi,phi_optimal,h,k,H1,V,E1,E_B,E_A,E_A_minus_E_B,E_B_over_E_A,trace_final,initial_energy,post_alice_energy,post_noise_energy,noise_energy_delta,final_global_energy
-0.24999999999999997,-0.08912472280167888,0.1608752771983211,1.0,0.5,-0.06512243898487455,0.16567406435725707,0.10055162537238252,-0.10055162537238252,0.8944271909999154,0.9949788163722979,-0.11242013479037002,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9949788163722979
-0.24,-0.0791247228016789,0.1608752771983211,1.0,0.5,-0.05930012021146971,0.14654065716080353,0.08724053694933381,-0.08724053694933381,0.8944271909999154,0.9816677279492492,-0.09753788550614632,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9816677279492494
-0.22999999999999998,-0.06912472280167889,0.1608752771983211,1.0,0.5,-0.05309632322977488,0.12752751513076657,0.07443119190099169,-0.07443119190099169,0.8944271909999154,0.9688583829009071,-0.08321660236847465,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9688583829009074
-0.21999999999999997,-0.05912472280167888,0.1608752771983211,1.0,0.5,-0.04651352947586661,0.10864224327045308,0.06212871379458647,-0.06212871379458647,0.8944271909999154,0.9565559047945019,-0.06946201369966216,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.956555904794502
-0.20999999999999996,-0.04912472280167887,0.1608752771983211,1.0,0.5,-0.03955437197947698,0.08989239543680677,0.050338023457329795,-0.050338023457329795,0.8944271909999154,0.9447652144572452,-0.05627962115178423,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9447652144572454
-0.19999999999999998,-0.03912472280167889,0.1608752771983211,1.0,0.5,-0.03222163431081712,0.07128547131896673,0.03906383700814961,-0.03906383700814961,0.8944271909999154,0.933491028008065,-0.04367469750609729,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9334910280080653
-0.18999999999999997,-0.02912472280167888,0.1608752771983211,1.0,0.5,-0.024518249467185838,0.05282891343849082,0.02831066397130498,-0.02831066397130498,0.8944271909999154,0.9227378549712204,-0.03165228456399606,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9227378549712204
-0.17999999999999997,-0.019124722801678873,0.1608752771983211,1.0,0.5,-0.016447298699810278,0.03453010417244731,0.018082805472637034,-0.018082805472637034,0.8944271909999154,0.9125099964725525,-0.020217191130360822,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9125099964725527
-0.16999999999999998,-0.009124722801678892,0.1608752771983211,1.0,0.5,-0.008012010281386095,0.01639636280056156,0.008384352519175464,-0.008384352519175464,0.8944271909999154,0.9028115435190909,-0.009373991090098979,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.902811543519091
-0.15999999999999998,0.0008752771983211172,0.1608752771983211,1.0,0.5,0.0007842417851884192,-0.001565057422397667,-0.0007808156372092478,0.0007808156372092478,0.8944271909999154,0.8936463753627062,0.0008729784213473466,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8936463753627064
-0.14999999999999997,0.010875277198321126,0.1608752771983211,1.0,0.5,0.009937939116368338,-0.019346972167823523,-0.009409033051455185,0.009409033051455185,0.8944271909999154,0.8850181579484602,0.01051961875279804,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8850181579484605
-0.13999999999999999,0.020875277198321107,0.1608752771983211,1.0,0.5,0.01944542035526886,-0.03694226890690684,-0.01749684855163798,0.01749684855163798,0.8944271909999154,0.8769303424482774,0.019562071376740642,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8769303424482778
-0.12999999999999998,0.030875277198321116,0.1608752771983211,1.0,0.5,0.02930288263615924,-0.054343909755552866,-0.025041027119393627,0.025041027119393627,0.8944271909999154,0.8693861638805218,0.02799671943268996,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8693861638805219
-0.11999999999999997,0.040875277198321125,0.1608752771983211,1.0,0.5,0.039506383105558124,-0.07154493428944102,-0.03203855118388289,0.03203855118388289,0.8944271909999154,0.8623886398160325,0.03582018917388428,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8623886398160326
-0.10999999999999999,0.050875277198321106,0.1608752771983211,1.0,0.5,0.05005184049932261,-0.08853846232810152,-0.038486621828778905,0.038486621828778905,0.8944271909999154,0.8559405691711365,0.043029351316738476,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8559405691711367
-0.09999999999999998,0.060875277198321115,0.1608752771983211,1.0,0.5,0.06093503677509943,-0.10531769668689629,-0.044382659911796865,0.044382659911796865,0.8944271909999154,0.8500445310881185,0.04962132229251633,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8500445310881187
-0.08999999999999997,0.07087527719832112,0.1608752771983211,1.0,0.5,0.07215161879948566,-0.12187592589580208,-0.04972430709631642,0.04972430709631642,0.8944271909999154,0.844702883903599,0.05559346540071938,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8447028839035994
-0.07999999999999996,0.08087527719832113,0.1608752771983211,1.0,0.5,0.08369710008922393,-0.13820652688390866,-0.054509426794684734,0.054509426794684734,0.8944271909999154,0.8399177642052307,0.0609433918637318,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8399177642052308
-0.06999999999999995,0.09087527719832114,0.1608752771983211,1.0,0.5,0.09556686260573612,-0.15430296762855916,-0.058736105022823046,0.058736105022823046,0.8944271909999154,0.8356910859770924,0.06566896178229961,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8356910859770925
-0.06,0.1008752771983211,0.1608752771983211,1.0,0.5,0.10775615860227682,-0.17015880976807218,-0.06240265116579537,0.06240265116579537,0.8944271909999154,0.8320245398341201,0.06976828499146251,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8320245398341204
-0.04999999999999999,0.1108752771983211,0.1608752771983211,1.0,0.5,0.1202601125229694,-0.18576771117700036,-0.06550759865403095,0.06550759865403095,0.8944271909999154,0.8289195923458844,0.07323972181659351,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8289195923458847
-0.03999999999999998,0.12087527719832111,0.1608752771983211,1.0,0.5,0.1330737229529627,-0.20112342850289594,-0.06804970554993325,0.06804970554993325,0.8944271909999154,0.8263774854499821,0.07608188372924778,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8263774854499824
-0.02999999999999997,0.13087527719832112,0.1608752771983211,1.0,0.5,0.14619186461893052,-0.21621981966356876,-0.07002795504463824,0.07002795504463824,0.8944271909999154,0.8243992359552772,0.07829363390255525,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8243992359552774
-0.019999999999999962,0.14087527719832113,0.1608752771983211,1.0,0.5,0.15960929043911282,-0.2310508463038372,-0.0714415558647244,0.0714415558647244,0.8944271909999154,0.822985635135191,0.0798740876659363,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8229856351351912
-0.009999999999999953,0.15087527719832114,0.1608752771983211,1.0,0.5,0.173320633622078,-0.2456105762107894,-0.07228994258871141,0.07228994258871141,0.8944271909999154,0.822137248411204,0.08082261285895796,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8221372484112043
5.551115123125783e-17,0.16087527719832115,0.1608752771983211,1.0,0.5,0.18732040981336842,-0.2598931856865897,-0.07257277587322128,0.07257277587322128,0.8944271909999154,0.8218544151266941,0.08113883008418976,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8218544151266944
0.010000000000000009,0.1708752771983211,0.1608752771983211,1.0,0.5,0.20160301928916868,-0.27389296187788004,-0.07228994258871135,0.07228994258871135,0.8944271909999154,0.8221372484112041,0.08082261285895789,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8221372484112042
0.020000000000000018,0.1808752771983211,0.1608752771983211,1.0,0.5,0.2161627491961209,-0.2876043050608453,-0.07144155586472437,0.07144155586472437,0.8944271909999154,0.8229856351351911,0.07987408766593626,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8229856351351913
0.030000000000000027,0.19087527719832112,0.1608752771983211,1.0,0.5,0.2309937758363892,-0.30102173088102746,-0.07002795504463827,0.07002795504463827,0.8944271909999154,0.8243992359552772,0.07829363390255528,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8243992359552772
0.040000000000000036,0.20087527719832113,0.1608752771983211,1.0,0.5,0.24609016699706213,-0.3141398725469954,-0.06804970554993325,0.06804970554993325,0.8944271909999154,0.8263774854499821,0.07608188372924778,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8263774854499824
0.050000000000000044,0.21087527719832114,0.1608752771983211,1.0,0.5,0.26144588432295773,-0.3269534829769886,-0.06550759865403089,0.06550759865403089,0.8944271909999154,0.8289195923458845,0.07323972181659343,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8289195923458847
0.06000000000000005,0.22087527719832115,0.1608752771983211,1.0,0.5,0.2770547857318859,-0.3394574368976813,-0.06240265116579541,0.06240265116579541,0.8944271909999154,0.83202453983412,0.06976828499146255,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8320245398341201
0.07,0.2308752771983211,0.1608752771983211,1.0,0.5,0.29291062787139893,-0.351646732894222,-0.05873610502282306,0.05873610502282306,0.8944271909999154,0.8356910859770923,0.06566896178229964,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8356910859770926
0.08000000000000002,0.2408752771983211,0.1608752771983211,1.0,0.5,0.3090070686160495,-0.36351649541073405,-0.05450942679468457,0.05450942679468457,0.8944271909999154,0.8399177642052309,0.060943391863731614,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8399177642052311
0.09000000000000002,0.25087527719832114,0.1608752771983211,1.0,0.5,0.3253376696041561,-0.3750619767004723,-0.0497243070963162,0.0497243070963162,0.8944271909999154,0.8447028839035993,0.05559346540071913,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8447028839035993
0.10000000000000003,0.26087527719832115,0.1608752771983211,1.0,0.5,0.34189589881306187,-0.38627855872485867,-0.044382659911796796,0.044382659911796796,0.8944271909999154,0.8500445310881186,0.04962132229251626,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8500445310881187
0.11000000000000004,0.27087527719832116,0.1608752771983211,1.0,0.5,0.3586751331718566,-0.39716175500063544,-0.03848662182877882,0.03848662182877882,0.8944271909999154,0.8559405691711366,0.04302935131673838,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8559405691711367
0.12000000000000005,0.28087527719832117,0.1608752771983211,1.0,0.5,0.3756686612105172,-0.4077072123943999,-0.03203855118388271,0.03203855118388271,0.8944271909999154,0.8623886398160328,0.035820189173884076,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.862388639816033
0.13,0.29087527719832107,0.1608752771983211,1.0,0.5,0.3928696857444051,-0.41791071286379883,-0.02504102711939371,0.02504102711939371,0.8944271909999154,0.8693861638805217,0.027996719432690054,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.869386163880522
0.14,0.3008752771983211,0.1608752771983211,1.0,0.5,0.4102713265930512,-0.427768175144689,-0.0174968485516378,0.0174968485516378,0.8944271909999154,0.8769303424482776,0.01956207137674044,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8769303424482777
0.15000000000000002,0.3108752771983211,0.1608752771983211,1.0,0.5,0.42786662333213465,-0.4372756563835897,-0.009409033051455018,0.009409033051455018,0.8944271909999154,0.8850181579484604,0.010519618752797853,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8850181579484606
0.16000000000000003,0.3208752771983211,0.1608752771983211,1.0,0.5,0.44564853807756033,-0.4464293537147695,-0.0007808156372091646,0.0007808156372091646,0.8944271909999154,0.8936463753627062,0.0008729784213472536,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.8936463753627064
0.17000000000000004,0.3308752771983211,0.1608752771983211,1.0,0.5,0.46360995830051965,-0.4552256057813441,0.008384352519175575,-0.008384352519175575,0.8944271909999154,0.902811543519091,-0.009373991090099102,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9028115435190911
0.18000000000000005,0.3408752771983211,0.1608752771983211,1.0,0.5,0.4817436996724054,-0.4636608941997683,0.018082805472637076,-0.018082805472637076,0.8944271909999154,0.9125099964725525,-0.020217191130360867,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9125099964725526
0.19000000000000006,0.3508752771983211,0.1608752771983211,1.0,0.5,0.5000425089384489,-0.4717318449671438,0.028310663971305106,-0.028310663971305106,0.8944271909999154,0.9227378549712205,-0.0316522845639962,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9227378549712206
0.20000000000000007,0.36087527719832113,0.1608752771983211,1.0,0.5,0.5184990668189249,-0.47943522981077513,0.03906383700814975,-0.03906383700814975,0.8944271909999154,0.9334910280080652,-0.04367469750609745,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9334910280080654
0.21000000000000008,0.37087527719832114,0.1608752771983211,1.0,0.5,0.5371059909367649,-0.48676796747943496,0.05033802345732996,-0.05033802345732996,0.8944271909999154,0.9447652144572454,-0.05627962115178442,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9447652144572455
0.22000000000000008,0.38087527719832115,0.1608752771983211,1.0,0.5,0.5558558387704112,-0.4937271249758245,0.06212871379458673,-0.06212871379458673,0.8944271909999154,0.9565559047945021,-0.06946201369966246,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9565559047945025
0.22999999999999998,0.39087527719832105,0.1608752771983211,1.0,0.5,0.5747411106307245,-0.5003099187297328,0.07443119190099168,-0.07443119190099168,0.8944271909999154,0.9688583829009071,-0.08321660236847464,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9688583829009072
0.24,0.40087527719832106,0.1608752771983211,1.0,0.5,0.5937542526607615,-0.5065137157114277,0.08724053694933387,-0.08724053694933387,0.8944271909999154,0.9816677279492493,-0.09753788550614638,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9816677279492496
0.25,0.41087527719832106,0.1608752771983211,1.0,0.5,0.612887659857215,-0.5123360344848324,0.1005516253723826,-0.1005516253723826,0.8944271909999154,0.994978816372298,-0.11242013479037011,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9949788163722982
0.26,0.4208752771983211,0.1608752771983211,1.0,0.5,0.6321336791123152,-0.517774546200068,0.1143591329122472,-0.1143591329122472,0.8944271909999154,1.0087863239121626,-0.12785739751985917,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0087863239121628
0.27,0.4308752771983211,0.1608752771983211,1.0,0.5,0.6514846122749705,-0.5228270755249604,0.12865753675001002,-0.12865753675001002,0.8944271909999154,1.0230847277499255,-0.14384349899534996,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0230847277499258
0.28,0.4408752771983211,0.1608752771983211,1.0,0.5,0.6709327192299244,-0.5274916015151461,0.1434411177147783,-0.1434411177147783,0.8944271909999154,1.0378683087146938,-0.16037204498939686,1.0,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0378683087146943
0.29000000000000004,0.4508752771983211,0.1608752771983211,1.0,0.5,0.6904702209936996,-0.5317662584224215,0.15870396257127806,-0.15870396257127806,0.8944271909999154,1.0531311535711936,-0.17743642430398013,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0531311535711938
0.30000000000000004,0.4608752771983211,0.1608752771983211,1.0,0.5,0.7100893028260875,-0.5356493364410189,0.17443996638506865,-0.17443996638506865,0.8944271909999154,1.0688671573849842,-0.19502981141489598,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0688671573849844
0.31000000000000005,0.4708752771983211,0.1608752771983211,1.0,0.5,0.7297821173559391,-0.539139282391504,0.19064283496443513,-0.19064283496443513,0.8944271909999154,1.0850700259643506,-0.21314516920187543,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0850700259643506
0.32000000000000006,0.4808752771983211,0.1608752771983211,1.0,0.5,0.7495407877200101,-0.5422347003420291,0.20730608737798095,-0.20730608737798095,0.8944271909999154,1.1017332783778964,-0.2317752517633384,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.1017332783778966
0.33000000000000007,0.49087527719832114,0.1608752771983211,1.0,0.5,0.7693574107136,-0.5449343521666855,0.22442305854691447,-0.22442305854691447,0.8944271909999154,1.11885024954683,-0.2509126073146581,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.11885024954683
0.3400000000000001,0.5008752771983211,0.1608752771983211,1.0,0.5,0.7892240599517294,-0.547237158040738,0.24198690191099137,-0.24198690191099137,0.8944271909999154,1.1364140929109068,-0.27054958116877537,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.136414092910907
0.35,0.510875277198321,0.1608752771983211,1.0,0.5,0.8091327890395882,-0.549142196872541,0.25999059216704723,-0.25999059216704723,0.8944271909999154,1.1544177831669626,-0.2906783187979711,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.1544177831669629
