readout_error_probability,h,k,H1,V,E1,E_B,E_A,E_A_minus_E_B,E_B_over_E_A,phi,trace_final,initial_energy,post_alice_energy,post_noise_energy,noise_energy_delta,final_global_energy
0.4,1.0,0.5,0.07418332482352077,-0.033619015706894476,0.0405643091166263,-0.0405643091166263,0.8944271909999154,0.9349915001165418,-0.045352276322545446,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9349915001165416
0.42,1.0,0.5,0.0685264705740284,-0.0223053072079097,0.0462211633661187,-0.0462211633661187,0.8944271909999154,0.9406483543660341,-0.05167683164288223,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9406483543660346
0.44,1.0,0.5,0.06286961632453601,-0.010991598708925007,0.051878017615611005,-0.051878017615611005,0.8944271909999154,0.9463052086155264,-0.05800138696321891,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9463052086155264
0.46,1.0,0.5,0.057212762075043624,0.00032210979005974083,0.057534871865103365,-0.057534871865103365,0.8944271909999154,0.9519620628650187,-0.06432594228355565,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9519620628650189
0.48,1.0,0.5,0.05155590782555125,0.011635818289044503,0.06319172611459575,-0.06319172611459575,0.8944271909999154,0.9576189171145112,-0.07065049760389241,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9576189171145112
0.5,1.0,0.5,0.045899053576058835,0.022949526788029292,0.06884858036408813,-0.06884858036408813,0.8944271909999154,0.9632757713640036,-0.07697505292422918,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9632757713640037
0.52,1.0,0.5,0.040242199326566475,0.03426323528701404,0.07450543461358052,-0.07450543461358052,0.8944271909999154,0.9689326256134959,-0.08329960824456595,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9689326256134961
0.54,1.0,0.5,0.03458534507707407,0.04557694378599883,0.0801622888630729,-0.0801622888630729,0.8944271909999154,0.9745894798629883,-0.08962416356490271,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9745894798629884
0.56,1.0,0.5,0.0289284908275817,0.056890652284983606,0.0858191431125653,-0.0858191431125653,0.8944271909999154,0.9802463341124807,-0.09594871888523951,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9802463341124809
0.58,1.0,0.5,0.023271636578089352,0.0682043607839682,0.09147599736205755,-0.09147599736205755,0.8944271909999154,0.985903188361973,-0.10227327420557612,0.1608752771983211,0.9999999999999996,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9859031883619729
0.6,1.0,0.5,0.017614782328596965,0.07951806928295303,0.09713285161155,-0.09713285161155,0.8944271909999154,0.9915600426114655,-0.10859782952591296,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9915600426114656
0.62,1.0,0.5,0.011957928079104549,0.09083177778193784,0.10278970586104239,-0.10278970586104239,0.8944271909999154,0.9972168968609578,-0.11492238484624973,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,0.9972168968609579
0.64,1.0,0.5,0.006301073829612175,0.10214548628092253,0.1084465601105347,-0.1084465601105347,0.8944271909999154,1.0028737511104502,-0.12124694016658641,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0028737511104502
0.66,1.0,0.5,0.0006442195801198008,0.11345919477990735,0.11410341436002715,-0.11410341436002715,0.8944271909999154,1.0085306053599425,-0.12757149548692326,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0085306053599425
0.68,1.0,0.5,-0.005012634669372587,0.12477290327889215,0.11976026860951956,-0.11976026860951956,0.8944271909999154,1.014187459609435,-0.13389605080726005,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0141874596094351
0.7000000000000001,1.0,0.5,-0.010669488918864961,0.13608661177787693,0.12541712285901196,-0.12541712285901196,0.8944271909999154,1.0198443138589273,-0.14022060612759685,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0198443138589275
0.72,1.0,0.5,-0.016326343168357335,0.14740032027686167,0.13107397710850432,-0.13107397710850432,0.8944271909999154,1.0255011681084198,-0.1465451614479336,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.02550116810842
0.74,1.0,0.5,-0.021983197417849695,0.15871402877584637,0.13673083135799668,-0.13673083135799668,0.8944271909999154,1.031158022357912,-0.15286971676827033,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0311580223579122
0.76,1.0,0.5,-0.02764005166734207,0.17002773727483117,0.1423876856074891,-0.1423876856074891,0.8944271909999154,1.0368148766074046,-0.15919427208860712,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0368148766074046
0.78,1.0,0.5,-0.033296905916834485,0.18134144577381586,0.14804453985698138,-0.14804453985698138,0.8944271909999154,1.0424717308568967,-0.16551882740894377,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0424717308568967
0.8,1.0,0.5,-0.03895376016632687,0.19265515427280067,0.1537013941064738,-0.1537013941064738,0.8944271909999154,1.0481285851063893,-0.17184338272928057,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0481285851063893
0.8200000000000001,1.0,0.5,-0.04461061441581926,0.2039688627717855,0.15935824835596624,-0.15935824835596624,0.8944271909999154,1.0537854393558816,-0.1781679380496174,0.1608752771983211,0.9999999999999999,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.053785439355882
0.84,1.0,0.5,-0.05026746866531162,0.21528257127077016,0.16501510260545854,-0.16501510260545854,0.8944271909999154,1.059442293605374,-0.18449249336995407,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.059442293605374
0.86,1.0,0.5,-0.05592432291480399,0.2265962797697549,0.17067195685495093,-0.17067195685495093,0.8944271909999154,1.0650991478548664,-0.19081704869029084,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0650991478548664
0.88,1.0,0.5,-0.061581177164296355,0.2379099882687397,0.17632881110444337,-0.17632881110444337,0.8944271909999154,1.0707560021043587,-0.1971416040106277,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0707560021043587
0.9,1.0,0.5,-0.06723803141378874,0.24922369676772443,0.18198566535393568,-0.18198566535393568,0.8944271909999154,1.076412856353851,-0.20346615933096435,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.076412856353851
0.92,1.0,0.5,-0.07289488566328114,0.2605374052667092,0.18764251960342807,-0.18764251960342807,0.8944271909999154,1.0820697106033434,-0.2097907146513011,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0820697106033434
0.9400000000000001,1.0,0.5,-0.07855173991277353,0.27185111376569404,0.1932993738529205,-0.1932993738529205,0.8944271909999154,1.087726564852836,-0.21611526997163796,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0877265648528363
0.96,1.0,0.5,-0.08420859416226587,0.28316482226467865,0.19895622810241279,-0.19895622810241279,0.8944271909999154,1.0933834191023282,-0.22243982529197462,0.1608752771983211,0.9999999999999997,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.093383419102328
0.98,1.0,0.5,-0.08986544841175827,0.2944785307636635,0.20461308235190523,-0.20461308235190523,0.8944271909999154,1.0990402733518208,-0.22876438061231144,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.0990402733518208
1.0,1.0,0.5,-0.09552230266125068,0.3057922392626482,0.21026993660139753,-0.21026993660139753,0.8944271909999154,1.104697127601313,-0.23508893593264812,0.1608752771983211,0.9999999999999998,-9.109263393802676e-17,0.8944271909999154,0.8944271909999154,0.0,1.1046971276013133
