h_over_k,h,k,H1,V,E1,E_B,E_A,E_A_minus_E_B,E_B_over_E_A,phi,trace_final,initial_energy,post_alice_energy,post_noise_energy,noise_energy_delta,final_global_energy
1.2,1.2,1.0,0.30447062900381916,-0.43461705209612844,-0.13014642309230928,0.13014642309230928,0.9218655355168516,0.7917191124245423,0.14117723038571087,0.16781927516380463,1.0,1.5597003616055012e-16,0.9218655355168516,0.9218655355168516,0.0,0.7917191124245418
1.2999999999999998,1.2999999999999998,1.0,0.32192633006194177,-0.45746571090188937,-0.1355393808399476,0.1355393808399476,1.0304111858359797,0.894871804996032,0.13153912021052408,0.16936273998108836,1.0000000000000002,-4.8436119951479964e-17,1.0304111858359797,1.0304111858359797,0.0,0.8948718049960325
1.4,1.4,1.0,0.3363795775807694,-0.47598745359988825,-0.13960787601911884,0.13960787601911884,1.1392268596894286,0.9996189836703098,0.12254615911810415,0.16991043821143326,1.0,-7.19124937772808e-17,1.1392268596894286,1.1392268596894286,0.0,0.99961898367031
1.4999999999999998,1.4999999999999998,1.0,0.34807544150676584,-0.4905996075495419,-0.14252416604277607,0.14252416604277607,1.248075441506765,1.105551275463989,0.11419515303554953,0.1696463072270223,0.9999999999999999,2.49004179489445e-16,1.248075441506765,1.248075441506765,0.0,1.1055512754639896
1.5999999999999999,1.5999999999999999,1.0,0.357285210321062,-0.5017397388797007,-0.14445452855863872,0.14445452855863872,1.3567972864081406,1.2123427578495019,0.10646728881736951,0.16872803461389077,1.0,8.135672297168395e-17,1.3567972864081406,1.3567972864081406,0.0,1.212342757849502
1.6999999999999997,1.6999999999999997,1.0,0.36428585160578963,-0.5098383823921313,-0.14555253078634167,0.14555253078634167,1.4652881657682078,1.319735634981866,0.0993337243736168,0.16728909764693667,1.0000000000000002,1.0495773165362694e-16,1.4652881657682078,1.4652881657682078,0.0,1.3197356349818663
1.7999999999999998,1.7999999999999998,1.0,0.3693465800983584,-0.5153024301370684,-0.14595585003871003,0.14595585003871003,1.5734830970187677,1.4275272469800577,0.09275971906863716,0.16544136030802653,1.0,-2.1206407633574508e-16,1.5734830970187677,1.5734830970187677,0.0,1.427527246980058
1.9,1.9,1.0,0.37272064488784956,-0.5185060015235825,-0.14578535663573294,0.14578535663573294,1.681344622525767,1.535559265890034,0.08670759978803735,0.1632778214410513,1.0,4.615286129271778e-16,1.681344622525767,1.681344622525767,0.0,1.5355592658900339
1.9999999999999998,1.9999999999999998,1.0,0.3746408196267367,-0.519786371373179,-0.14514555174644228,0.14514555174644228,1.7888543819998322,1.6437088302533898,0.08113883008418955,0.1608752771983211,1.0,3.92947993972489e-16,1.7888543819998322,1.7888543819998322,0.0,1.6437088302533898
2.1,2.1,1.0,0.37531743435783954,-0.5194431840428906,-0.14412574968505104,0.14412574968505104,1.8960070895302543,1.7518813398452033,0.07601540652506682,0.15829677216181542,1.0,-1.963377126446085e-16,1.8960070895302543,1.8960070895302543,0.0,1.7518813398452027
2.1999999999999997,2.1999999999999997,1.0,0.37493808894665415,-0.5177396993902568,-0.14280161044360262,0.14280161044360262,2.0028062504177306,1.860004639974128,0.07130076132617327,0.15559378349679442,1.0,1.0055803312338255e-16,2.0028062504177306,2.0028062504177306,0.0,1.8600046399741275
2.3,2.3,1.0,0.3736684284063796,-0.5149052070206731,-0.1412367786142935,0.1412367786142935,2.1092611293824404,1.9680243507681467,0.06696030977238247,0.15280812456369455,1.0000000000000002,1.0978771529017181e-16,2.1092611293824404,2.1092611293824404,0.0,1.9680243507681467
2.4,2.4,1.0,0.37165354435091325,-0.5111380300981909,-0.13948448574727768,0.13948448574727768,2.2153846153846146,2.075900129637337,0.06296174703870175,0.14997357824847085,1.0,-5.124106267500722e-16,2.2153846153846146,2.2153846153846146,0.0,2.0759001296373376
2.5,2.5,1.0,0.36901970360557235,-0.5066087424006406,-0.13758903879506823,0.13758903879506823,2.3211917272131495,2.1836026884180813,0.059275171965333204,0.1471172825555939,1.0,6.330145142808973e-16,2.3211917272131495,2.3211917272131495,0.0,2.1836026884180804
2.6,2.6,1.0,0.3658762044559944,-0.5014633630816467,-0.13558715862565235,0.13558715862565235,2.4266985761279543,2.291111417502302,0.055873094400539655,0.14426089621165847,1.0,-5.076143874884067e-16,2.4266985761279543,2.4266985761279543,0.0,2.2911114175023024
2.7,2.7,1.0,0.36231723192318654,-0.4958263896042874,-0.13350915768110083,0.13350915768110083,2.531921653954,2.398412496272899,0.05273036686289442,0.1414215730638762,1.0,-2.0222531632749256e-16,2.531921653954,2.531921653954,0.0,2.398412496272899
2.8,2.8,1.0,0.35842363308668723,-0.48980359344188107,-0.13137996035519384,0.13137996035519384,2.6368773524655436,2.5054973921103496,0.0498240694556197,0.13861277278105902,1.0,-5.8624150283935195e-16,2.6368773524655436,2.6368773524655436,0.0,2.5054973921103505
2.9,2.9,1.0,0.35426456756180147,-0.48348454496851145,-0.12921997740670998,0.12921997740670998,2.7415816467161886,2.612361669309479,0.04713336827356102,0.13584493292727545,1.0000000000000002,-2.682588791662162e-16,2.7415816467161886,2.7415816467161886,0.0,2.6123616693094798
3.0,3.0,1.0,0.3498990111380102,-0.4769448604167825,-0.12704584927877233,0.12704584927877233,2.846049894151541,2.7190040448727686,0.04463936122126453,0.1331260245754627,1.0,-6.148787005353912e-16,2.846049894151541,2.846049894151541,0.0,2.7190040448727686
3.1,3.1,1.0,0.3453771055625512,-0.47024817979867006,-0.12487107423611887,0.12487107423611887,2.950296715057707,2.8254256408215883,0.04232492060842647,0.13046201066308644,0.9999999999999999,4.7819845601614696e-18,2.950296715057707,2.950296715057707,0.0,2.8254256408215888
3.1999999999999997,3.1999999999999997,1.0,0.34074135689581375,-0.46344789373446654,-0.12270653683865279,0.12270653683865279,3.0543359297120944,2.931629392873442,0.04017453864356671,0.1278572234842955,0.9999999999999999,-1.2790000177408918e-16,3.0543359297120944,3.0543359297120944,0.0,2.931629392873442
3.3,3.3,1.0,0.33602769050220316,-0.45658864162094676,-0.1205609511187436,0.1205609511187436,3.1581805346304623,3.037619583511719,0.03817417965716466,0.12531467517017797,1.0,-4.0810510598315555e-16,3.1581805346304623,3.1581805346304623,0.0,3.0376195835117183
3.4,3.4,1.0,0.3312663738059037,-0.4497076051436874,-0.11844123133778373,0.11844123133778373,3.26184270534232,3.143401474004536,0.03631114128949198,0.1228363127707437,1.0,-6.265238910991651e-17,3.26184270534232,3.26184270534232,0.0,3.1434014740045364
3.5,3.5,1.0,0.32648281930727385,-0.4428356209189116,-0.11635280161163775,0.11635280161163775,3.3653338167428815,3.2489810151312435,0.034573925781974615,0.1204232276207058,1.0000000000000002,-2.4824471907603718e-17,3.3653338167428815,3.3653338167428815,0.0,3.248981015131244
3.6,3.6,1.0,0.32169828063025085,-0.4359981347850753,-0.11429985415482447,0.11429985415482447,3.4686644746677864,3.354364620512962,0.03295212177181583,0.11807582702695821,1.0,1.344925030276514e-16,3.4686644746677864,3.4686644746677864,0.0,3.3543646205129622
3.6999999999999997,3.6999999999999997,1.0,0.31693045397291486,-0.42921601844539853,-0.11228556447248367,0.11228556447248367,3.571844554204586,3.459558989732102,0.03143629650408696,0.115793974930062,1.0,-3.381489183895081e-16,3.571844554204586,3.571844554204586,0.0,3.4595589897321015
3.8,3.8,1.0,0.31219399654652347,-0.42250626710595734,-0.11031227055943388,0.11031227055943388,3.6748832415980552,3.5645709710386213,0.030017898068365193,0.11357710703296729,1.0,-5.666197994212261e-17,3.6748832415980552,3.6748832415980552,0.0,3.5645709710386217
3.9,3.9,1.0,0.30750097260210046,-0.41588259465714283,-0.10838162205504237,0.10838162205504237,3.7777890775717755,3.6694074555167333,0.028689167084125857,0.11142432492586286,0.9999999999999999,-1.9697276234762826e-16,3.7777890775717755,3.7777890775717755,0.0,3.6694074555167324
4.0,4.0,1.0,0.30286123658166414,-0.40935594092725003,-0.10649470434558589,0.10649470434558589,3.880570000581327,3.774075296235741,0.027443057161610922,0.10933447293697098,1.0,-1.736591764114069e-16,3.880570000581327,3.880570000581327,0.0,3.774075296235741
4.1,4.1,1.0,0.2982827618708432,-0.4029349036608144,-0.10465214178997123,0.10465214178997123,3.9832333890108305,3.8785812472208594,0.026273163425143874,0.10730620077892479,0.9999999999999999,7.58449061607633e-16,3.9832333890108305,3.9832333890108305,0.0,3.87858124722086
4.199999999999999,4.199999999999999,1.0,0.2937719226180333,-0.3966261061726161,-0.10285418355458281,0.10285418355458281,4.08578610167854,3.982931918123957,0.02517365838420367,0.10533801451609875,1.0,-4.000977861286699e-16,4.08578610167854,4.08578610167854,0.0,3.9829319181239575
4.3,4.3,1.0,0.2893337351479635,-0.39043451011061236,-0.10110077496264885,0.10110077496264885,4.188234516268547,4.087133741305898,0.024139234460233444,0.10342831793022005,1.0,3.283025496784582e-16,4.188234516268547,4.188234516268547,0.0,4.087133741305896
4.3999999999999995,4.3999999999999995,1.0,0.2849720646469619,-0.3843636814244322,-0.09939161677747033,0.09939161677747033,4.29058456548242,4.191192948704949,0.0231650525145389,0.10157544599312154,1.0,-1.4215808912510793e-15,4.29058456548242,4.29058456548242,0.0,4.191192948704952
4.5,4.5,1.0,0.2806898020366303,-0.3784160164695823,-0.09772621443295199,0.09772621443295199,4.39284177082779,4.295115556394838,0.02224669576808736,0.09977769185264357,1.0000000000000002,1.0962656251202084e-15,4.39284177082779,4.39284177082779,0.0,4.295115556394838
4.6,4.6,1.0,0.27648901528000375,-0.37259293416681255,-0.0961039188868088,0.0961039188868088,4.495011274044884,4.398907355158076,0.021380128553121214,0.09803332848883475,1.0,1.0123446871754618e-15,4.495011274044884,4.495011274044884,0.0,4.398907355158076
4.7,4.7,1.0,0.2723710787744085,-0.3668950392648183,-0.09452396049040979,0.09452396049040979,4.597097866228728,4.502573905738318,0.020561659386197362,0.09634062599311406,1.0000000000000002,-3.1001320010334275e-16,4.597097866228728,4.597097866228728,0.0,4.502573905738317
4.8,4.8,1.0,0.26833678397127325,-0.3613222610067666,-0.09298547703549337,0.09298547703549337,4.699106014740505,4.606120537705012,0.019787907900738907,0.09469786525499706,0.9999999999999999,9.509856837636987e-16,4.699106014740505,4.699106014740505,0.0,4.60612053770501
4.8999999999999995,4.8999999999999995,1.0,0.2643864339175205,-0.3558739708612213,-0.09148753694370082,0.09148753694370082,4.801039888023991,4.70955235108029,0.01905577522317883,0.09310334870281906,0.9999999999999998,-1.3091859744939777e-15,4.801039888023991,4.801039888023991,0.0,4.709552351080291
5.0,5.0,1.0,0.26051992402830404,-0.3505490824318387,-0.09002915840353465,0.09002915840353465,4.902903378454602,4.812874220051068,0.018362417419678357,0.09155540863124206,0.9999999999999999,8.238366208353528e-16,4.902903378454602,4.902903378454602,0.0,4.812874220051066
